[로그 시작] 클라이언트 2 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression2.txt
[459번 수식 전송]: 5+9-10*1+7-1+10/5-6/6*1+9-10*8+8/10+5/1/4/4/9-3-9/8+3*5
[450번 결과 수신]: 46.23342592592592
[460번 수식 전송]: 7/2/8/6*5/4*1*3-4+3*1/7-7+9/6*9
[451번 결과 수신]: -44.27777777777778
[461번 수식 전송]: 1-4-1/6-5/9-2+3+8+2+9*9*5*4/2/3/4/2+6/2
[452번 결과 수신]: -2292.3180555555555
[462번 수식 전송]: 7+3-2-4-4*9/5-9/7/6/6+5*1+3+3*10+5/9+5-8-4/9*1+8-9+4/1*3*9*7+9/3-1-2*7*7+2*2-6-2*2*5
[453번 결과 수신]: 881.7139999999999
[463번 수식 전송]: 2+1+6/6/7/6*5+3+6/10*10/7*5*9*2/5/1-2
[454번 결과 수신]: -82.99285714285713
[464번 수식 전송]: 2+8/3*6/2/5/3*8-9/10*1/7-2*7/4/3-2+2/5/9-6-3+4+3/1-5/9+1-7-8
[455번 결과 수신]: 15.944444444444443
[465번 수식 전송]: 5+4-8*5/8+4+4/3/4*3*3-9/9+1+8*8+3+9*1
[456번 결과 수신]: 1899.259523809524
[466번 수식 전송]: 10+3-2+7-4/6*8/4/7/4/6+6/5*10+4*9+9-2+8/5/6*1*5-1/9/7-4/2+6-2*5+3/4/9/10/6/4*7
[457번 결과 수신]: -57.327777777777776
[467번 수식 전송]: 5-2/2/7*8/3*3-2-4*1+3/6*1-1/5-4-8-1-10*7-6/1*2-6-4/7-2/2/1+10
[458번 결과 수신]: -12.394047619047626
[468번 수식 전송]: 7+9/5/6+9-8+6-5-3/10*9/10*2*10/6+9/2+4-3*7/4/1+5-5*4*5*4*7*2+7-6*9-6-9*3*10+8+3+8*10
[459번 결과 수신]: -48.29027777777778
[469번 수식 전송]: 4/6-4-4/4+2+1-10+4/2/10-7-6*6/8+8+4+3-6/2*4+6*9/5-2+8*4/4-3/4/4/1/6/1+10/6-8/9*4-10+8+10
[460번 결과 수신]: 3.202008928571429
[470번 수식 전송]: 9*10+4/7-1/3*7+2*7*5+8/6-7/6+6/7-10*10+6+2
[461번 결과 수신]: 44.02777777777778
[471번 수식 전송]: 4-10-7/6*7+9*2-5*9+8*5/4/9*9+9-6*3*7/3-3/7
[462번 결과 수신]: 668.8753968253968
[472번 수식 전송]: 8/2/3*4*5-4*1-7-4/7+3+10+1*5/6/2/2+6/4-3-4+6*6/8-2/5-7*7/1-2-8*4*9*7*2*7+2/3*10+2
[463번 결과 수신]: 19.547619047619044
[473번 수식 전송]: 10-4+3+2-10+6+9/4*8+2
[464번 결과 수신]: -13.539682539682541
[474번 수식 전송]: 4+1/7/10*3+10-2-9-4-5+9+9*10
[465번 결과 수신]: 87.0
[475번 수식 전송]: 8+6*2-8+3+1-3+5*10/1+8+4-4+9+8-9*6/2-10-8-8*4+2+1
[466번 결과 수신]: 68.31195436507936
[476번 수식 전송]: 2-4*8-4*6/1*6-4+4-8+8+3-3+2*7-10+8-6/9-7*9
[467번 결과 수신]: -94.41428571428571
[477번 수식 전송]: 1/6*2-10+1/10-3-4-9/9/3+5*8*10-9*9*8*10-6-6*6*10/4+3/1/10+10*3/7+7*7+2*7+7/9/6-9/5+4-10-5*7+1-3/5/7+9-7
[468번 결과 수신]: -5815.35
[478번 수식 전송]: 6/4/7-2*5*2-4/1/5-10/10/5/9+8/4*6*2+6-8-1*8/2/8-3/2/10/3+10-9+6+5+5*5*4/9-7*4+2-4/5-3+10-8/2+2
[469번 결과 수신]: 3.2465277777777786
[479번 수식 전송]: 6*1/9+4-7-7*2/9*8-1*3*2-7*10
[470번 결과 수신]: 67.26190476190479
[480번 수식 전송]: 4+1*4+10/5-3-5+3/5-3*8-10-5+2-5-6*8+3-10*8-1+10-4-9+4+4+2-4/4-1+2+4+4/6+7+6
[471번 결과 수신]: -64.5952380952381
[481번 수식 전송]: 7/4/1-2/10-9/7-10/8*8*8*9-1+3*4+6*4*9*2+9*6-9*4
[472번 결과 수신]: -28239.42976190476
[482번 수식 전송]: 4*5/1+1*3+8/3/8/4-7/1+7/7+6+2-9/6*3/2*9+4+1/5/5+3-7*7-5-6/5*7+7
[473번 결과 수신]: 27.0
[483번 수식 전송]: 4*4-7+6*7+7/7-8-8/8/6*4-10/3-3-9/4*10/5/2/3/4/9/3
[474번 결과 수신]: 93.04285714285714
[484번 수식 전송]: 1+10*8+2*3/7-8-1/4-10*2+10-4/4+1+7/9*7/8+4-8*2-10/1-10+3/10/3+10/1+7/7
[475번 결과 수신]: 14.0
[485번 수식 전송]: 5-2*8/4*6-6+4-3*8*10-7*1-7/3-5-6*8/9+5*6-4-3/4/2+3-3/8-9-3+10+4*6+9+5/2+2/3-3*8/6
[476번 결과 수신]: -225.66666666666666
[486번 수식 전송]: 10/1/9-1+8+7*7/1/2+1*7-8*9/5*4+3/2*9/1-6-5-7/6*1+6
[477번 결과 수신]: -6165.070370370369
[487번 수식 전송]: 6+10-10+2+7-4*5-8-8+1/1-7+9-4-8
[478번 결과 수신]: 2.1531746031746026
[488번 수식 전송]: 6*3*10-5+4-10*9-9/8+1
[479번 결과 수신]: -90.77777777777777
[489번 수식 전송]: 7-6/5+6+4-10/4-8*10*6/2/3-3/10+4
[480번 결과 수신]: -140.73333333333335
[490번 수식 전송]: 1*4/8-2-5*3-4/7+1+1/3-5-7+7*2/3
[481번 결과 수신]: -258.73571428571427
[491번 수식 전송]: 6*10/4/7+4*8-1+10+6-6/9*8+8+3+10/1+1+1*6-4-10/7*5+10/5+7*10
[482번 결과 수신]: -43.526666666666664
[492번 수식 전송]: 8-4/5/6+8+10+7/7-8*5+5-7/2/3+4*8*5/9+8-9
[483번 결과 수신]: 36.99305555555556
[493번 수식 전송]: 6+7*6*9-1+5*8-8*3-9/6-8+10/3/9+1/8/7+7+10/1-3*3-2/7*8*8-1/9-6-3/4*2+7+8+7/7*10
[484번 결과 수신]: 43.38769841269842
[494번 수식 전송]: 2*3*4-8-6-8+8+9-7+10+7+6/2*10-2-7-1/1/2+2/7-1-1-6*9*4*4/5+5/7-5/2+7
[485번 결과 수신]: -222.24999999999997
[495번 수식 전송]: 3*10+10/7*3/4-5/7+4+5*5+9-9/4/3+8*10-3+3+10+8+1/2-10*3*3+8-9-1/2/3-2-3+5-6/3/4-6+10-9
[486번 결과 수신]: -10.655555555555555
[496번 수식 전송]: 10*4-2-10*8/5+6*4-8-3/6*4-2-8/3/2-1-3*3/9*2-2*9*9+3-10*10*6+4/4+10+3/1*7*7/1*8*2+4+4*10*6
[487번 결과 수신]: -30.0
[497번 수식 전송]: 7*5-2-10+8*5*5*1+7/5-1*5*7/9-1/2-1+9/5-1/1-7/6-6*10-5-2+3-2/3/1/5/7-6*8/2-8*10*5+1
[488번 결과 수신]: 88.875
[498번 수식 전송]: 2-3*3/7*2-3-3*4*7-10/6-1-1*4+4*2*5/8-7-2/3-8/5-10*10+3/5*3/9
[489번 결과 수신]: -63.0
[499번 수식 전송]: 3-8-10+7+6/4+8/1*3+4
[490번 결과 수신]: -23.071428571428573
[500번 수식 전송]: 5/10/2+3-7*5/5+2-2-4*1*3-10/2
[491번 결과 수신]: 132.66666666666666
[501번 수식 전송]: 7-3+8-4-2/4*1+10*4+2-7-3+5-8*4-6*10+8+6/8/7+1-4/9-1/1+3/10*5*10+3-8-9+8-3+6*9*1*2
[492번 결과 수신]: 7.477777777777781
[502번 수식 전송]: 5+6/7/3*2+5+3/9-4*6-8*6/4+10*9+1
[493번 결과 수신]: 396.9914021164022
[503번 수식 전송]: 7/8/2*4*4-4*3+6-2+8+9*5+5-6/2/6
[494번 결과 수신]: -119.80000000000003
[504번 수식 전송]: 8*8-4-10-4*1*5+5+8*2-1+10+10-9+2/3*9+8/2/7+1/4/7*10-7/5-2-9+7+8+8/4*4+9+4*8
[495번 결과 수신]: 69.44047619047619
[505번 수식 전송]: 9*1-5/8/10-10-10*10-9*4/10-10-8*9+3*6-4+9*8-8/3*10/4/10+1*10/1+9/4-4-6+4/4/5-6-3*4-2
[496번 결과 수신]: 1877.6666666666665
[506번 수식 전송]: 5/4/2/9+1*2/7-5-8*3*8*8/1*7*6*7*3/1+1-6+4-10/4+4+1+6*6/9*2*7-8/2+1/1*2-1+6+5*4*10/3+6/4+9-9-10-9-9+7
[497번 결과 수신]: -268.3746031746032
[507번 수식 전송]: 2/10*8+1/1/3-6*3-7-3/7/3+6+5-7*9*1+5*10-5*6/2*9-4*8/2/9-6/6+8/2/3*10*2-9/9
[498번 결과 수신]: -198.3047619047619
[508번 수식 전송]: 3/4*5*5-8/5+2+6+8-4-8/2/9/2/3*4-3/2-3*2+7+2+5-5*3/6/5/5-4/2-5+2+8+7*9/6+7/7-4+2*9/2+5
[499번 결과 수신]: 21.5
[509번 수식 전송]: 5*2+8*5-2/5/10+4/10/6*3/10*9*5-8*7-8
[500번 결과 수신]: -20.75
[510번 수식 전송]: 6*8+7+3*4*8+8-4/3/4-3
[501번 결과 수신]: 74.1626984126984
[511번 수식 전송]: 7*5+4+10+4-9/4+2+3/7/4/5*6-4*9+4/7*2/8-8-4/2+2+5-6+3+5*3+9-7/7-9+3+9/4/10+10+5-3-9/1*3/9+3/1+9/6/7/5
[502번 결과 수신]: 65.9047619047619
[512번 수식 전송]: 5/9+1+2*5*4*10-1-6*9
[503번 결과 수신]: 56.5
[504번 결과 수신]: 119.52857142857142
[513번 수식 전송]: 1*4-10+7+8-9*4-5/6+8/4+2/8+4+2-5-10/3/4+10*7+5+7*8*6/6-3/5-7-1*6+5+5+4*7*4-6*6+10/7+4
[505번 결과 수신]: -118.87916666666666
[514번 수식 전송]: 3/1/9-7+8-8*8-1-10*4/10-4/5+10*4/5/10-2*9*2-3+3/7-3/10/6*5*5/4-6+6/7+4/9-7+10-10+1/7*2/5+5/2-9+6+9+9
[506번 결과 수신]: -1354648.978174603
[515번 수식 전송]: 9*3*10-4/7*6+7*8*1-6/1-7-9/8/8*3+3/10/6-2*9/4-8*6/1/8*10*10/10/3/4*6/7+2/1*3-1
[507번 결과 수신]: -137.32063492063492
[516번 수식 전송]: 8*8/9*6/3/7-4/10/7+3/2
[508번 결과 수신]: 59.7537037037037
[517번 수식 전송]: 6*5-4+1/10*6+5+2/4-6+3+2/3-8-6-5-7+8-2-2*4*9/7/9-3+10/5*9+6-3-3*1-5/3+10+3+1/2+10-7-6+2-1*7+3-6/10/4
[509번 결과 수신]: -13.14
[518번 수식 전송]: 6*10-1-10/7-4/1-6*10/6*4*2/6+9+5/6-4/7-5-1*6+2/4+2-4*7-8/7/3-9/6*3+9+3/3-2
[510번 결과 수신]: 155.66666666666666
[519번 수식 전송]: 8+6*8+4-3-10/7*5-6-3+4+8+5-3-6/10*9
[511번 결과 수신]: 40.28928571428572
[520번 수식 전송]: 6/2-8+3/2*10/9+5+4-3*2/9/10+5+1-8/5*8*4+4/7+7-9-6-3*1
[512번 결과 수신]: 346.55555555555554
[521번 수식 전송]: 4-3*2*2-3*3/2/10*5-2-8/9*8*5+3/6-2/9/2/7+6-10/2/10/6+7-8/9/5+9*9/2-5+8/4-3*10-4/6+5/10/3+7*8/1-4
[513번 결과 수신]: 183.41190476190476
[522번 수식 전송]: 3+5-5*9-1-7-5-4*1/4+10+5+7*2+5+7-10/7*6/7*4+4-2/4/5-7-1*5-1*4-3/9+5+8-2-8-10-3*5*8*10*4*7-5-4+5+7-2+8
[514번 결과 수신]: -100.69186507936506
[523번 수식 전송]: 1/1*7-2/5-4+3/3-5/1+5-4
[515번 결과 수신]: 305.4138392857143
[524번 수식 전송]: 2-8*8/2+1/9*2+9*6*3-7-8*3-2*2-3/10*2-9/7+8*3/8-5
[516번 결과 수신]: 3.4746031746031747
[525번 수식 전송]: 10*9*9+5/5*1+9*4/9/1*6
[517번 결과 수신]: 30.307142857142857
[526번 수식 전송]: 8/1-3+10+3-10+6*4-4/5+2+2+4-5-5+7-5+10/2/6*7+5*6+9-10-1*5-5+9/9-1+4/10/5+3-10+2*3-1/5
[518번 결과 수신]: 16.11904761904762
[527번 수식 전송]: 5+6*4-3-9+3-9*1+1-6/7-8-10+7/7-7/7+7+1*6/3-9-5+4-6+8-2/9-5-10*1+8*4/4+2-9*7
[519번 결과 수신]: 49.457142857142856
[528번 수식 전송]: 4/7*5*8*1/6/9/6*3/1/3/2*4+10-5/9+1*7-3-4*9*7+4*2*1
[520번 결과 수신]: -50.02857142857143
[529번 수식 전송]: 3*4+1-3-2+2/6+7+3-7/2-3-10-6-8/10+9+5-10*9
[521번 결과 수신]: 24.41746031746031
[530번 수식 전송]: 4-2/2+8-5*1-1*6*7/10-6*3+1*6/1+10/1/2/10+3-4+2+3+2+9*2-2-7*7/6+6-8*9-7/5-5/4*9/10-5/2
[522번 결과 수신]: -33625.33129251701
[531번 수식 전송]: 5+10*1+9*3-6+8/4/6*2/1/9*7*8*1+7-5*1*4/7+4-8*3*2*4/6+4/1-1*8-8/3+3+6+7-10-5-7*10+4/6*5+3/8
[532번 수식 전송]: 8-9-2+5/7*8+5/9*2-2*10-3-2+1+5+8/6/2
[523번 결과 수신]: -0.40000000000000036
[533번 수식 전송]: 8/9*8/1*9+8/6*4*9+6+8+2*4/1+9*9/1/5-7*1*8*10+5
[524번 결과 수신]: 93.33650793650794
[534번 수식 전송]: 3-2+4+7+6-8-9*10-5-6*9+1-4-4*7/9-2/5*9/1/2*9
[525번 결과 수신]: 835.0
[535번 수식 전송]: 9+6*10*1+6-4+6*6*2*3*1*2*2+10*3*10-10+7/9+8/8/10-7*8-7*8*2/2*9+4-7-8/4/6+2
[526번 결과 수신]: 54.91333333333333
[536번 수식 전송]: 5+6*6-3+5*5-3-7/5/10+5+1-1+10*2-7-1+4-2-9*1*7/2+8/7-1-10/10*10+1*3+6+10*10/5
[527번 결과 수신]: -74.07936507936508
[537번 수식 전송]: 7/5+5+5+2*8*7/1/5-3-10/9*3-3+8*6+3*10+2*1/7/10*5/10/1+2-10+3
[528번 결과 수신]: -230.41446208112876
[538번 수식 전송]: 3-10*5+8+1-9/4/6-10-9/7+2+8/5/1*5-8-9*8+10/10-3/1+7+9+5+4+10+2*5-9*1-2*3+5/5+6-8*4
[529번 결과 수신]: -80.96666666666667
[539번 수식 전송]: 3+3+10*4/1/7/3*1+7/2/2+3+1/8*7-2+1
[530번 결과 수신]: -66.89166666666667
[540번 수식 전송]: 5*7/5+1+5*3+6*1+4+5-10+4/9+6*10
[531번 결과 수신]: -55.66732804232804
[541번 수식 전송]: 9+1/9-4*4*6*4-6-7+8/4-6/2*1/4-9*9+7/9+2+9-7-2/3/2+2+10*7+10*8
[532번 결과 수신]: -14.507936507936508
[542번 수식 전송]: 4*5/7/9*6+5-9-3/3-3/9-3+9-1/7/6+6
[533번 결과 수신]: -404.8
[543번 수식 전송]: 6-4/5+1-6*10*5+10*2-2+7*5/7+7-5-7/6+8+4+10+6*3+3/1
[534번 결과 수신]: -161.3111111111111
[544번 수식 전송]: 8/7-10*8-3-2-5/4+9-5-3+7*10+3+3*6-6*8+7/7+6*2+1+6-2/8/3+10+8*9*5*1+8/6/6*9+8-6/4+10/2/2+8/7/6-2*4/6+2
[535번 결과 수신]: 664.5444444444444
[536번 결과 수신]: 66.50285714285715
[545번 수식 전송]: 2-9*2*3+1/5/2-7+7-8/10/9+4/3*2-2+8/5*4/6/10
[537번 결과 수신]: 97.48095238095239
[546번 수식 전송]: 2-5-1-10/10/4*1/2*2-10/3+7-8-4-9*8/3-7*3/3-1*1-7/9+9+9+9/7-9+5*10-1/4+6+3-4*10/7-1+7+3/3
[538번 결과 수신]: -116.66071428571428
[547번 수식 전송]: 6-7*8/1-3/4*2/2+2-5-1-4/5-1*10*9+10/1/1-8-9/6
[539번 결과 수신]: 12.529761904761905
[548번 수식 전송]: 8-6/8-7+6+5+10+3-2-2/1-7-1+4*5*4/4-5-6*10-1*6/2*6/8+7-2/2+2+9*7+3+8-8/1/7*7-1+6+2+2
[540번 결과 수신]: 88.44444444444444
[549번 수식 전송]: 10-10-3+8-8-5*7-6*7+2
[541번 결과 수신]: -311.19444444444446
[550번 수식 전송]: 6*4*6*5-6+4+7*8*2*7+5*9*6-3/7+3-10/4/6/7*6-1/8-9+4/10-7*1/10+5-6+7/3+2*10+2-9+5*5/7+5
[542번 결과 수신]: 8.547619047619047
[551번 수식 전송]: 7*6*8/8*10*7-1-7+6*2*8+10-2/3+4*7/4-5/9-9/1*7-3-1+2+8+5+10-8/1+9*2-6*10/4*4/8-8*3*10+8*4+8+7/5-6
[543번 결과 수신]: -226.9666666666667
[552번 수식 전송]: 3-9-4-10*2-8*6/7-6-5/6+3+7/6-1-9+1*6*2+3/4-2*8/1/2+9/9+3*10-1-2-1/3-1+3/7-8+2*8+3/4-8*8
[544번 결과 수신]: 360.6666666666667
[553번 수식 전송]: 1+7-3-3*8*3/1/5-7-9-7+5
[545번 결과 수신]: -51.215555555555554
[554번 수식 전송]: 4-10/10-10+5/5+4+8+1/10-5*7*1/2-6-4/7-1/6+10/10-1*1/9/8-9+7-1/2-4-4-1
[546번 결과 수신]: 24.960317460317455
[555번 수식 전송]: 2-9+2+9+8/1-8+7/8/1*9*6*2-8-1-6/8/1+4+7*8-3/7/5*9-5/2/8
[547번 결과 수신]: -145.05
[556번 수식 전송]: 9/6+8-2+9+6+6/4/4*9
[557번 수식 전송]: 8+6*9+9-7-5/9*8+9-10/5+3/8*3-7/2*6
[548번 결과 수신]: 48.0
[558번 수식 전송]: 7/10/5/3*3-8+2+5*7/5-9*4*5*9+8+4/8/7/2*5-1/1-7*9*7+1/4-4/3*1+2*1+6+7-9
[549번 결과 수신]: -78
[559번 수식 전송]: 2/3*8/6*2/5+2+7*5+7*6*3-7-8+7+7-2-10/10+1*6-3+9+10*5/4-5*6-9/3-1*2+5*1*2-3/10+8-10*7*5-5*1+8-6-1+9-3+1*3
[550번 결과 수신]: 1787.6940476190478
[560번 수식 전송]: 1-2+10/1+3*10-2/3+10*6+7/8+1+1/1+6/7/9*5*6
[551번 결과 수신]: 2799.677777777778
[561번 수식 전송]: 3+10-9*3*4-3*1*5+10+5/7*2/6/3*4+4+1/10+10-1/7-2
[552번 결과 수신]: -72.92857142857143
[553번 결과 수신]: -27.4
[562번 수식 전송]: 5+3*9*8/9+8+4+6-4-5*8*8+7-6+8*4+10/3+4*5+3/1/1*7-2+4-10-8*3*2-3*10*3-5*9*8*3-9/8+4+7-5-6-6*3-9
[554번 결과 수신]: -28.65198412698413
[563번 수식 전송]: 3+9*2+4/2*2/9*1-1+10+2*6*5/5+9/6*10+8-6-1*2*9+7/6/5-8-6-1*3-7+8+7/2-2*5-8*10*8+10-4+8+3-5/10*1+6
[555번 결과 수신]: 147.66607142857143
[564번 수식 전송]: 2+7*9/6*4*4/8/7+4*10/10+9/1/7-8+4-6+10+3*6-4-6-3-5/9/4/3
[556번 결과 수신]: 25.875
[565번 수식 전송]: 4+6+8/3+9+10/5-4+2*6-1/9/3
[557번 결과 수신]: 46.68055555555556
[566번 수식 전송]: 5-7*6+1/3-4*4+7*6/8+6+10/3*8-8*8/5-7-2*9*7-1-3+8-7/2+9*3/5+7*8/3/9*3/2
[558번 결과 수신]: -2047.764761904762
[567번 수식 전송]: 1-3+1+10+9/3-9*2*1-1-1*10-9+10/8*3/5*1+1+6+8/4+8+7-5
[559번 결과 수신]: -178.44444444444446
[568번 수식 전송]: 8+5*4+9/2/3/8+8/6+1*4/10*10+7*3/1+4-6+10+8*5/9+10-2/6/4+1-2/4+3-10*6/3+2/7*9*10/7*5/7-1+9*7-2
[560번 결과 수신]: 104.0654761904762
[569번 수식 전송]: 10/2*9/9*6*3/10*10-7-9/5-8-8-3+9+6-3+8+6*8/2-7*9
[561번 결과 수신]: -87.72539682539683
[570번 수식 전송]: 10*8/1-1-1*2+6-4/10-9/10/9+5-3*7+4/10/10/1/10*3+4+5+9*8
[562번 결과 수신]: -1453.7916666666665
[571번 수식 전송]: 6-5*7/9-10+1-7/7+5-5-6+7/4-3/1*6*3/2*6-2*9/3/6/7+6/1/4/4-8-7/6+4-6/7-3*7+8/1-9-6/5-4-8-8+7*10
[563번 결과 수신]: -598.3222222222222
[572번 수식 전송]: 6*4-5*6/4+1-3*4-3/7-3/8*5-3/7+4+10/7-9/6-4+7+3+1/4*1*1/6*9*5-9/4-4*8+1-9-3+10*2/2/5+5/6-7+6/6*1+2
[564번 결과 수신]: 15.239417989417989
[573번 수식 전송]: 4+5-10+7-5+5*1*2/6+10*1+4+7*7/3*7/2/1/2*8*6+6-1*4+4+7+4+1+7*1*1/4+8/2*6-9+8*9-6/2+2/4-1/8
[565번 결과 수신]: 31.629629629629626
[574번 수식 전송]: 4*5-7/4*6/1-6+2*6*4*10-5+1-10/3+2*10*1+5-4/2-8/4*7*3-2/1/9/2*6-7/8-2*10
[566번 결과 수신]: -151.5388888888889
[575번 수식 전송]: 4*5-3+10/8/3-2-7-10*10+10+2-8*8/5*5/9-6*8-5/2-3-9/8/7+8-2*2+10*1-2*1-1+10*4/1-4+2*6+9/8*3-5-1/2-2/8/10+1
[567번 결과 수신]: -6.25
[576번 수식 전송]: 10-9/5+7*6-8*3*7-3-3/9+10+4/4/10*9-4+4/7+9*6+9*2+10+5+5-2+10+7*6/3
[568번 결과 수신]: 123.0058511499838
[577번 수식 전송]: 2+9+10-9*1/8*3-9/2-1*6*7
[569번 결과 수신]: 43.2
[578번 수식 전송]: 6*7-4+7/7/2+9+6*5+4-5/10+8*6/1+7*6*4/4*1*4/5+5*5*7/8/9-6-10*7-7/4+3*10/9/10/7-10+9*9/6-4/9+2*5+4*5
[570번 결과 수신]: 147.512
[579번 수식 전송]: 9*2*1+10-5/3/9/10*10+2/1*2+7-7*10+7/4*8/6-1*10-10/2*1-6/6/5-6+10/5-6-3/10-8+8+10/3+2+2/8*8/6+5
[571번 결과 수신]: -153.13055555555553
[580번 수식 전송]: 9+4*6+10/6*4*5*8*6*1/7-3-7/7*1/5-8/10/6-10/9/7-1-2-4/9/6/7+4/7-3*8+6+7*6+6+10+5-10*4
[572번 결과 수신]: -31.845238095238102
[581번 수식 전송]: 2+5+2+4+6*1+6-7/9/3/10+3-4/2+8*6-2+5*9/2+7-2-3+6/1*3-9-9/7*5-1/4+10-3-6*9+9/3/3*1*3+8*5/4-5+9
[573번 결과 수신]: 1492.7916666666667
[582번 수식 전송]: 9+4-9+4-4*6+10-6+3-2/2/8+6*1/1-2-8+3/4-3/8
[574번 결과 수신]: 435.625
[583번 수식 전송]: 5/8*10/8-4-4+9-7*4*3/10-5-4+3/3+7+3/9-2/9+7+6*9+2+1-7+5-3-1-6-6/2+1*1*9/3/10+4/2-10-9+10-7/8
[575번 결과 수신]: -82.50515873015874
[584번 수식 전송]: 7*10+8+2/4/4+7*10/8+1+1-7+1*10/8*5/6/1+2*7/4*4-2+3-3+2+1/2/2-5*10+10*9-8+5+1
[576번 결과 수신]: 0.33809523809524933
[585번 수식 전송]: 7*7-6*7*10-7-9+9+7-9*1/5/9/9+4-10*7*2*4
[577번 결과 수신]: -28.875
[586번 수식 전송]: 3-4/4*10+10-3-2/3+2+4*9*9+7-9+8-6-3-2-1
[578번 결과 수신]: 120.38373015873015
[587번 수식 전송]: 3*3*1-6/10/9-4/2/2/4+8*6*3+7+10-7+4*4*8-3/6-5
[579번 결과 수신]: -43.68518518518519
[588번 수식 전송]: 10*5+9*2-3+3+1-10*5/10*2/10/10/6*5-5-7*6+1*6+5-6/4/8*6-1-7/2+2-4+5/2-5/10+2
[580번 결과 수신]: 260.64021164021165
[589번 수식 전송]: 8*7+6/8/8+1*6/7-2*1+6/8+3-2-9+4
[581번 결과 수신]: 68.79550264550265
[590번 수식 전송]: 6/9*5+6*8*4/1/9-9+9/6-4/9*3+2+10-10+7+8-8-1
[582번 결과 수신]: -12.75
[591번 수식 전송]: 10*7+2*2-9+9*1/10-10/4+9*6*2/7-4*6-1/6/2/10-4+10/2/8*2-4
[583번 결과 수신]: 33.917361111111106
[592번 수식 전송]: 7*4+7-8*7+2+10*7-5-4/7/2/2+10*10+9+2+10-6*7-9*5+1/5-10-8-8/6+8+4/2/4
[584번 결과 수신]: 135.16666666666669
[593번 수식 전송]: 7-8*7/2*9/9*4-10-9/6+10-9-8-5/3+3*9+7/10+1-10/8/3/10*1/9*1+6+9*1-2+6
[585번 결과 수신]: -927.0222222222222
[594번 수식 전송]: 7/8/6/8*8+7+3/9+10*5+1/3+7*4/1*10*4+6*6/10/5+7*4*10*8/8/6/8-7*1-3/5-6+6-1+4/3/2-7
[586번 결과 수신]: 319.3333333333333
[595번 수식 전송]: 6/1+3/5+5-2+10*3*7*10*4+2*3+5*4+1/3*6+8*7+9+8*6+3+10/7*7+8/1*10/1*5-1-10/3/4*6+9/2/6*7/8/5+2-2/5-2*10-4+3
[587번 결과 수신]: 285.18333333333334
[596번 수식 전송]: 5/7/7-4*5-9-4/6-2-8/4+6*7+2-7/1-3+3-3-3-1+6/7+6+10
[588번 결과 수신]: 29.29166666666667
[597번 수식 전송]: 10+4-6/1+4*4+8-8*8/8+5*4*2/3-1+2*3+4+3
[589번 결과 수신]: 51.700892857142854
[598번 수식 전송]: 9*10/5/10/3/6-1/5-8-9*7/4*10/9+10*7-10+4+6*8*10-10+8-8+8+9/2*8/4-6*5*5*10-5+8+5+3*4+3*3*4/4/1*2+9+5
[590번 결과 수신]: 23.83333333333333
[599번 수식 전송]: 1*1/2+9*3/7-4-6+2-5-8+6+1+4*2
[600번 수식 전송]: 5/8-2+3*7+2/7*10/1-10-10/1/8*5/10+1
[591번 결과 수신]: 48.0702380952381
[601번 수식 전송]: 5-2/7+5*8+7/9*7-10+3/2*6+8-7+9*7*7-4+1+6-8*7-7+4*4-4
[592번 결과 수신]: 69.22380952380954
[602번 수식 전송]: 3+1-4+1/1*8-9-7*10-6-8/1/9-5/3-1-3/1+5*2-9*3+1*1/7/8/1+9/6+5/5*3-8+5-2*1-6*3/3/8-7-7+4-8-4-1-2-3
[593번 결과 수신]: -77.4712962962963
[603번 수식 전송]: 9+4-2+10-3-7*3*5/4/9-5/10+2/1/1+8*5-2-5-10+2-10-1/7+10-2*3+5-2
[594번 결과 수신]: 1169.4325000000001
[604번 수식 전송]: 7*6/7-2-5*1+1+6+7-6/6*10+4/9*1*6+6-2/4-7
[595번 결과 수신]: 8938.331250000001
[605번 수식 전송]: 5/6*2/10-10-8/2+7/1*8*8-10+8+5+5/5*3/7-6*1+3-5-3-4*4+7+9/6/6+6-5-1+3+7+2+9-9/7*10*4-4/3/10
[596번 결과 수신]: 13.292517006802722
[606번 수식 전송]: 4*1/4+6/7*6+4-5+2+5-2-10+3+4*1*6-6/2-7-4+6-6+7/5*1-2*6-10/2*6/2*3*3/10-6-9+6+7/5-2*10/1-4+2*1*2/10-7
[597번 결과 수신]: 49.333333333333336
[607번 수식 전송]: 5/1+6+5/10/1-9*5+1-6+7/1*3-2/6+10+2*2*6*4/7+4+6/10-10+6-3+5/8+7*8/10+10+4-1
[598번 결과 수신]: -922.6
[608번 수식 전송]: 9+4+8-1*10+1+5*2+8-7/6/2/9+6*4/3-4-7+9-7/7-4*9*9-2/10/3/6-8-5*5/5*10+3+8
[599번 결과 수신]: -1.6428571428571423
[609번 수식 전송]: 2-8+9+3*7/3*7*5+1*8*10/4/10-5/5-4-9+6/9*1*9-3*1/3/8*9*2+7/5+8*3/2*6/7-1+10*9/9+10/9
[600번 결과 수신]: 12.857142857142858
[610번 수식 전송]: 6+2/4+5-4/2*10/2-7-10*8/10/6*7/5*8*9/6*2-2-2/8/5-6+6-7-4-7*1/6+9-2*4+5+3+10*2+1+7-3
[601번 결과 수신]: 443.1587301587302
[602번 결과 수신]: -129.78769841269843
